X,visits,days_attend,hours_attend,gender,age,zip,extend,length,spend_food_drink,spend_private,spend_clothes,spend_transportation,spend_donations,spend_other,spend_food_drink_total,spend_entertainment_total,spend_shopping_total,spend_travel_total,length_boulder,lodging,lodging_cost
279,1-2 times,1-2 days,4,Female,45-54,93111,No,I live here,NA,$21-$49,$500-$999,$500-$999,$500-$999,$100-$199,NA,$1 - $20,$1 - $20,$20-$49,Four nights,Boulder Resident,125
161,20,3-4 days,9,Male,35-44,80305,No,A few hours,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$200-$499,$1 - $20,NA,$50-$99,NA,Home,N/A
48,5-6 times,0,0,Male,55-64,80306,NA,Live in area,0,0,0,0,0,0,$20-$49,$50-$99,0,$200-$499,One night,Hotel or motel,240
161,20,3-4 days,9,Male,35-44,80305,No,A few hours,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$200-$499,$1 - $20,NA,$50-$99,NA,Home,N/A
23,20,3-4 days,3,Male,25-34,80309,Yes,0,0,"$1,000-$1,499","$1,000.00",$50-$99,$1 - $20,0,$200-$499,NA,$50-$99,$50-$99,NA,NA,240
84,3-4 times,1-2 days,2,Female,18-24,80306,Yes,Live in area,$1 - $20,0,0,$1 - $20,0,0,$100-$199,$50-$99,NA,$500-$999,Resident,Boulder Resident,200
22,20,1-2 days,3,Female,65-74,80309,No,A few hours,0,0,0,$1 - $20,0,$1 - $20,$1 - $20,NA,$1 - $20,$1 - $20,Local,"Friends, family or no expense",200
98,5-6 times,1-2 days,2,Male,25-34,80306,NA,2 days,$1 - $20,0,0,$21-$49,0,0,$1 - $20,$100-$199,0,$50-$99,One night,Boulder Resident,125
206,20,5-6 days,2,Female,Prefer not to say,80309,NA,A few hours,$50-$99,NA,$1 - $20,$1 - $20,"$1,000-$1,499",$21-$49,$20-$49,$1 - $20,$500-$999,$50-$99,Day trip,"Friends, family or no expense",240
208,20,1-2 days,3,Male,45-54,80303,No,1 day,$50-$99,"$2,000-$3,000",$200-$499,$1 - $20,$200-$499,$21-$49,0,$20-$49,$1 - $20,0,One night,NA,240
222,45,12,3,Female,65-74,80309,No,-,$50-$99,$21-$49,0,$21-$49,$100-$199,$1 - $20,0,$1 - $20,$20-$49,0,Three nights,NA,NA
235,5-6 times,1-2 days,8,Male,35-44,80309,Yes,Didn't extend stay,$50-$99,0,$50-$99,$1 - $20,$21-$49,0,"$1,000-$1,999",$50-$99,$50-$99,$1 - $20,Live in Boulder,Home,0
20,20,0,0,Female,25-34,80303,Yes,Zero,0,0,0,$1 - $20,0,0,"$1,000-$1,999",0,$50-$99,$20-$49,Three nights,"Friends, family or no expense",0
115,3-4 times,1-2 days,3,Female,25-34,80303,Yes,2 days,$100-$199,0,0,$1 - $20,0,0,$100-$199,$500-$999,$200-$499,$200-$499,Four nights,"Friends, family or no expense",0
129,20,7-8 days,3,Female,35-44,80309,Yes,I live here,$200-$499,0,$21-$49,$21-$49,0,$100-$199,NA,$500-$999,$500-$999,$1 - $20,Three nights,Home,240
88,3-4 times,3-4 days,3,Female,25-34,80303,Yes,I live here,$1 - $20,$500-$999,$21-$49,$1 - $20,$1 - $20,"$3,000-$4,000",NA,$200-$499,$1 - $20,$50-$99,Four nights,Home,280
176,1-2 times,1-2 days,2,Male,35-44,80304,No,I live here,$21-$49,$21-$49,$21-$49,"$2,000-$3,000",$200-$499,$500-$999,"$1,000-$1,999",$200-$499,$50-$99,$20-$49,Live in Boulder,NA,200
239,0,3,5,Female,35-44,93111,No,Home is here,$50-$99,0,$1 - $20,$1 - $20,0,0,$200-$499,0,$100-$199,$1 - $20,Local,Home,3
221,29,3-4 days,4,Female,45-54,93013,Yes,-,$50-$99,$100-$199,$21-$49,$100-$199,0,$50-$99,0,NA,0,NA,Day trip,Home,280
52,5-6 times,0,0,Male,65-74,80309,NA,2 days,0,0,0,0,0,0,NA,$50-$99,$1 - $20,$200-$499,NA,"Friends, family or no expense",NA
176,1-2 times,1-2 days,2,Male,35-44,80304,No,I live here,$21-$49,$21-$49,$21-$49,"$2,000-$3,000",$200-$499,$500-$999,"$1,000-$1,999",$200-$499,$50-$99,$20-$49,Live in Boulder,NA,200
254,20,1-2 days,11,Female,55-64,93454,Yes,-,$200-$499,$500-$999,$100-$199,$21-$49,$500-$999,$21-$49,$50-$99,0,0,$20-$49,Day trip,"Friends, family or no expense",280
249,1,1-2 days,5,Female,25-34,93464,No,Home is here,"$1,000.00","$2,000-$3,000",$500-$999,$1 - $20,$1 - $20,$100-$199,$50-$99,$50-$99,$100-$199,$20-$49,Three nights,Home,3
266,20,3-4 days,3,Male,35-44,93013,Yes,Home is here,$200-$499,"$1,000-$1,499",$500-$999,NA,$100-$199,$500-$999,$50-$99,$100-$199,$20-$49,0,Multiple day trips,Home,0
117,3-4 times,3-4 days,4,Female,65-74,80309,Yes,NA,$100-$199,0,0,$21-$49,0,$1 - $20,"$2,000-$4,999",$1 - $20,$200-$499,NA,Two nights,"Friends, family or no expense",500
97,5-6 times,1-2 days,3,Female,55-64,80306,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$1 - $20,0,0,$1 - $20,0,$1 - $20,$1 - $20,$50-$99,NA,$500-$999,I live here,NA,3
265,20,3-4 days,2,Female,55-64,80305,No,Live in area,$50-$99,$21-$49,$200-$499,$200-$499,0,$100-$199,$1 - $20,$20-$49,$20-$49,$20-$49,Local resident,Home,N/A
194,5-6 times,5-6 days,1,Female,45-54,93067,Yes,Home is here,$21-$49,0,$21-$49,$21-$49,0,0,$20-$49,$500-$999,0,$50-$99,Day trip,"Friends, family or no expense",240
274,20,3-4 days,6,Female,55-64,80306,No,Home is here,NA,$1 - $20,$1 - $20,$100-$199,"$1,000-$1,499",$100-$199,$100-$199,NA,$200-$499,$1 - $20,One night,NA,0
249,1,1-2 days,5,Female,25-34,93464,No,Home is here,"$1,000.00","$2,000-$3,000",$500-$999,$1 - $20,$1 - $20,$100-$199,$50-$99,$50-$99,$100-$199,$20-$49,Three nights,Home,3
248,1,3-4 days,4,Female,35-44,93611,NA,A few hours,$1 - $20,$21-$49,$100-$199,$1 - $20,NA,$21-$49,"$1,000-$1,999",0,$50-$99,$200-$499,Three nights,Hotel or motel,500
210,20,3-4 days,3,Female,25-34,80306,NA,Zero,$50-$99,$1 - $20,0,$21-$49,$1 - $20,0,0,NA,NA,0,Four nights,Hotel or motel,240
31,1-2 times,0,0,Female,65-74,80309,NA,0,0,0,0,0,0,0,$100-$199,$20-$49,$20-$49,$1 - $20,Multiple day trips,Home,200
36,3-4 times,0,0,Female,45-54,80303,NA,I live here,0,0,0,0,0,0,"$1,000-$1,999",$200-$499,$100-$199,$20-$49,One night,"Friends, family or no expense",240
11,20,0,0,Female,45-54,80309,NA,Home is here,0,0,0,0,0,0,0,$500-$999,NA,$1 - $20,Multiple day trips,NA,280
80,1-2 times,3-4 days,2,Male,65-74,80309,Yes,Zero,$1 - $20,$1 - $20,$50-$99,$1 - $20,$1 - $20,$500-$999,$200-$499,$200-$499,$1 - $20,$50-$99,Local resident,Hotel or motel,500
128,20,7-8 days,3,Female,35-44,80309,No,Live in area,$200-$499,0,$21-$49,$21-$49,0,$200-$499,$20-$49,$200-$499,NA,$20-$49,Four nights,Boulder Resident,NA
63,20,3-4 days,2,Female,55-64,80306,NA,-,$1 - $20,0,$1 - $20,0,0,0,$1 - $20,$1 - $20,NA,0,Local,Home,175
195,5-6 times,3-4 days,5,Male,18-24,80306,Yes,Home is here,$21-$49,$50-$99,$21-$49,$50-$99,$21-$49,$50-$99,NA,$50-$99,$500-$999,0,Resident,Boulder Resident,200
230,3-4 times,1-2 days,4,Male,45-54,80304,Yes,0,$50-$99,$50-$99,$50-$99,$50-$99,$1 - $20,0,$50-$99,NA,$200-$499,0,Resident,Hotel or motel,3
267,20,1-2 days,2.5,Male,35-44,93111,No,Live in area,$1 - $20,$1 - $20,$100-$199,$1 - $20,$200-$499,$50-$99,$100-$199,$50-$99,$50-$99,$50-$99,Resident,Boulder Resident,NA
140,1,3-4 days,4,Female,55-64,93460,Yes,NA,$21-$49,$1 - $20,$21-$49,$50-$99,0,$21-$49,"$1,000-$1,999",$1 - $20,$200-$499,$1 - $20,Four nights,NA,280
89,3-4 times,1-2 days,1,Female,25-34,80303,Yes,2 days,$1 - $20,$100-$199,"$1,000.00",$21-$49,$500-$999,0,$1 - $20,$200-$499,$1 - $20,$50-$99,Local,NA,200
55,1,1-2 days,2,Female,25-34,80305,No,-,$1 - $20,0,0,0,0,0,"$1,000-$1,999",$500-$999,NA,$500-$999,Local,"Friends, family or no expense",N/A
192,5-6 times,3-4 days,3,Male,45-54,80306,Yes,Live in area,$21-$49,"$1,000-$1,499",$21-$49,$1 - $20,"$1,000-$1,499",$21-$49,NA,$200-$499,$500-$999,$20-$49,Local,Boulder Resident,175
92,5-6 times,1-2 days,1,Male,25-34,80303,Yes,Live in area,$1 - $20,0,0,0,0,0,"$1,000-$1,999",NA,0,$200-$499,Four nights,Boulder Resident,240
266,20,3-4 days,3,Male,35-44,93013,Yes,Home is here,$200-$499,"$1,000-$1,499",$500-$999,NA,$100-$199,$500-$999,$50-$99,$100-$199,$20-$49,0,Multiple day trips,Home,0
96,5-6 times,1-2 days,2,Female,45-54,80306,Yes,Didn't extend stay,$1 - $20,"$1,000-$1,499",0,0,0,0,$200-$499,$1 - $20,$20-$49,$500-$999,Day trip,NA,240
57,20,0,0,Male,25-34,80306,NA,Home is here,$1 - $20,0,0,0,0,0,$20-$49,$1 - $20,$20-$49,NA,Local resident,Home,NA
190,5-6 times,3-4 days,3,Female,25-34,80303,No,Live in area,$21-$49,0,$1 - $20,$1 - $20,0,"$3,000-$4,000",$200-$499,$1 - $20,$20-$49,$200-$499,Live in Boulder,Home,175
113,1-2 times,1-2 days,NA,Female,45-54,80303,NA,2 days,$100-$199,0,$21-$49,0,0,$1 - $20,"$2,000-$4,999",NA,$200-$499,$500-$999,Live in Boulder,Hotel or motel,3
201,20,5-6 days,6,Female,25-34,80305,No,Live in area,$50-$99,$50-$99,$1 - $20,$21-$49,$500-$999,$500-$999,$1 - $20,$1 - $20,$20-$49,$1 - $20,Live in Boulder,Hotel or motel,500
14,20,0,8,Male,55-64,80309,Yes,A few hours,0,0,0,0,0,0,$50-$99,$500-$999,$20-$49,0,Resident,NA,0
3,1,0,0,Female,65-74,80303,No,Zero,0,0,0,0,0,0,$100-$199,NA,0,$20-$49,Multiple day trips,"Friends, family or no expense",0
116,3-4 times,7-8 days,5,Female,45-54,93463,No,Zero,$100-$199,$200-$499,"$1,000-$1,499",$200-$499,$500-$999,$200-$499,$100-$199,$200-$499,$50-$99,NA,Multiple day trips,NA,240
81,1-2 times,3-4 days,10,Female,35-44,80304,Yes,A few hours,$1 - $20,$1 - $20,$1 - $20,$100-$199,$21-$49,$200-$499,$50-$99,$500-$999,$200-$499,$50-$99,NA,Home,125
161,20,3-4 days,9,Male,35-44,80305,No,A few hours,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$200-$499,$1 - $20,NA,$50-$99,NA,Home,N/A
138,1,3-4 days,4,Female,45-54,80303,No,NA,$21-$49,$1 - $20,0,0,0,$1 - $20,"$2,000-$4,999",0,$100-$199,$500-$999,Multiple day trips,"Friends, family or no expense",240
181,3-4 times,5-6 days,5,Female,25-34,80303,Yes,Didn't extend stay,$21-$49,$50-$99,$50-$99,$50-$99,0,$1 - $20,$200-$499,NA,$50-$99,$20-$49,Local resident,"Friends, family or no expense",500
205,20,3-4 days,3,Female,35-44,80309,Yes,NA,$50-$99,0,$1 - $20,$1 - $20,0,$1 - $20,"$2,000-$4,999",$200-$499,0,$1 - $20,Live in Boulder,Home,3
205,20,3-4 days,3,Female,35-44,80309,Yes,NA,$50-$99,0,$1 - $20,$1 - $20,0,$1 - $20,"$2,000-$4,999",$200-$499,0,$1 - $20,Live in Boulder,Home,3
241,20,7-8 days,10,Male,35-44,80309,Yes,I live here,$500-$999,"$2,000-$3,000",$1 - $20,$100-$199,"$1,000-$1,499","$3,000-$4,000",$1 - $20,$200-$499,$1 - $20,$1 - $20,Three nights,NA,N/A
253,20,1-2 days,2,Male,25-34,93107,NA,1 day,0,$1 - $20,"$1,000-$1,499",$1 - $20,0,$50-$99,$1 - $20,0,$1 - $20,0,Day trip,Boulder Resident,3
208,20,1-2 days,3,Male,45-54,80303,No,1 day,$50-$99,"$2,000-$3,000",$200-$499,$1 - $20,$200-$499,$21-$49,0,$20-$49,$1 - $20,0,One night,NA,240
22,20,1-2 days,3,Female,65-74,80309,No,A few hours,0,0,0,$1 - $20,0,$1 - $20,$1 - $20,NA,$1 - $20,$1 - $20,Local,"Friends, family or no expense",200
215,20,5-6 days,8,Female,25-34,80303,No,2 days,$50-$99,$50-$99,$1 - $20,$21-$49,$100-$199,0,"$2,000-$4,999",0,0,$20-$49,I live here,Home,280
199,20,1-2 days,2,Male,55-64,93013,No,2 days,$50-$99,$500-$999,$21-$49,$100-$199,$21-$49,$1 - $20,$100-$199,NA,0,0,NA,Home,500
254,20,1-2 days,11,Female,55-64,93454,Yes,-,$200-$499,$500-$999,$100-$199,$21-$49,$500-$999,$21-$49,$50-$99,0,0,$20-$49,Day trip,"Friends, family or no expense",280
210,20,3-4 days,3,Female,25-34,80306,NA,Zero,$50-$99,$1 - $20,0,$21-$49,$1 - $20,0,0,NA,NA,0,Four nights,Hotel or motel,240
30,1-2 times,0,0,Male,65-74,80303,No,1 day,0,0,0,0,0,0,$100-$199,$20-$49,0,NA,Two nights,NA,200
249,1,1-2 days,5,Female,25-34,93464,No,Home is here,"$1,000.00","$2,000-$3,000",$500-$999,$1 - $20,$1 - $20,$100-$199,$50-$99,$50-$99,$100-$199,$20-$49,Three nights,Home,3
230,3-4 times,1-2 days,4,Male,45-54,80304,Yes,0,$50-$99,$50-$99,$50-$99,$50-$99,$1 - $20,0,$50-$99,NA,$200-$499,0,Resident,Hotel or motel,3
221,29,3-4 days,4,Female,45-54,93013,Yes,-,$50-$99,$100-$199,$21-$49,$100-$199,0,$50-$99,0,NA,0,NA,Day trip,Home,280
210,20,3-4 days,3,Female,25-34,80306,NA,Zero,$50-$99,$1 - $20,0,$21-$49,$1 - $20,0,0,NA,NA,0,Four nights,Hotel or motel,240
152,20,1-2 days,2.5,Female,25-34,80304,No,2 days,$21-$49,0,$1 - $20,$1 - $20,0,$21-$49,"$2,000-$4,999",0,$20-$49,$200-$499,Live in Boulder,"Friends, family or no expense",280
192,5-6 times,3-4 days,3,Male,45-54,80306,Yes,Live in area,$21-$49,"$1,000-$1,499",$21-$49,$1 - $20,"$1,000-$1,499",$21-$49,NA,$200-$499,$500-$999,$20-$49,Local,Boulder Resident,175
140,1,3-4 days,4,Female,55-64,93460,Yes,NA,$21-$49,$1 - $20,$21-$49,$50-$99,0,$21-$49,"$1,000-$1,999",$1 - $20,$200-$499,$1 - $20,Four nights,NA,280
76,1-2 times,1-2 days,1,Female,18-24,91104,Yes,A few hours,$1 - $20,0,0,0,0,0,$200-$499,$20-$49,NA,$20-$49,Day trip,Home,280
193,5-6 times,5-6 days,1,Male,55-64,80306,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,$1 - $20,$1 - $20,$21-$49,$1 - $20,$50-$99,$50-$99,0,$1 - $20,$500-$999,Resident,NA,280
139,1,1-2 days,1,Female,25-34,80306,No,2 days,$21-$49,0,0,$1 - $20,0,0,$50-$99,$20-$49,$20-$49,$500-$999,Three nights,Boulder Resident,280
66,20,3-4 days,2,Male,55-64,80306,No,2 days,$1 - $20,0,$21-$49,0,0,0,NA,NA,$500-$999,$500-$999,Local,"Friends, family or no expense",0
11,20,0,0,Female,45-54,80309,NA,Home is here,0,0,0,0,0,0,0,$500-$999,NA,$1 - $20,Multiple day trips,NA,280
67,20,3-4 days,2,Male,55-64,80306,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$1 - $20,0,$21-$49,0,0,0,$20-$49,NA,$100-$199,$1 - $20,Four nights,"Friends, family or no expense",175
121,20,7-8 days,6,Female,55-64,80305,No,I live here,$200-$499,$200-$499,$200-$499,$200-$499,$500-$999,$200-$499,0,$1 - $20,$20-$49,0,I live here,Home,N/A
72,20,5-6 days,6,Male,65-74,80304,NA,2 days,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$200-$499,$500-$999,$50-$99,$50-$99,$1 - $20,$20-$49,I live here,Boulder Resident,0
203,20,1-2 days,1,Female,55-64,80303,Yes,Home is here,$50-$99,0,0,0,0,0,$100-$199,NA,$1 - $20,$200-$499,Day trip,NA,NA
190,5-6 times,3-4 days,3,Female,25-34,80303,No,Live in area,$21-$49,0,$1 - $20,$1 - $20,0,"$3,000-$4,000",$200-$499,$1 - $20,$20-$49,$200-$499,Live in Boulder,Home,175
68,20,0,1,Male,55-64,80306,Yes,-,$1 - $20,0,0,$1 - $20,0,0,NA,$1 - $20,$1 - $20,$1 - $20,Resident,Boulder Resident,125
96,5-6 times,1-2 days,2,Female,45-54,80306,Yes,Didn't extend stay,$1 - $20,"$1,000-$1,499",0,0,0,0,$200-$499,$1 - $20,$20-$49,$500-$999,Day trip,NA,240
228,3-4 times,7-8 days,6,Male,25-34,80303,NA,1 day,$50-$99,$100-$199,$1 - $20,$1 - $20,0,"$3,000-$4,000","$1,000-$1,999",$50-$99,$1 - $20,$1 - $20,Two nights,NA,200
73,20,5-6 days,5,Female,65-74,80306,No,NA,$1 - $20,$500-$999,$1 - $20,$1 - $20,$200-$499,$50-$99,"$2,000-$4,999",$50-$99,NA,$1 - $20,Local,"Friends, family or no expense",500
146,20,1-2 days,5,Female,45-54,80303,Yes,A few hours,$21-$49,0,0,0,0,0,$20-$49,$1 - $20,$1 - $20,$200-$499,Local,Hotel or motel,175
52,5-6 times,0,0,Male,65-74,80309,NA,2 days,0,0,0,0,0,0,NA,$50-$99,$1 - $20,$200-$499,NA,"Friends, family or no expense",NA
76,1-2 times,1-2 days,1,Female,18-24,91104,Yes,A few hours,$1 - $20,0,0,0,0,0,$200-$499,$20-$49,NA,$20-$49,Day trip,Home,280
80,1-2 times,3-4 days,2,Male,65-74,80309,Yes,Zero,$1 - $20,$1 - $20,$50-$99,$1 - $20,$1 - $20,$500-$999,$200-$499,$200-$499,$1 - $20,$50-$99,Local resident,Hotel or motel,500
113,1-2 times,1-2 days,NA,Female,45-54,80303,NA,2 days,$100-$199,0,$21-$49,0,0,$1 - $20,"$2,000-$4,999",NA,$200-$499,$500-$999,Live in Boulder,Hotel or motel,3
200,20,1-2 days,4,Female,55-64,93003,Yes,A few hours,$50-$99,0,$1 - $20,$21-$49,0,0,$100-$199,$50-$99,$50-$99,$500-$999,Day trip,Boulder Resident,175
49,5-6 times,0,10,Female,55-64,80306,NA,Live in area,0,0,0,0,0,0,$100-$199,NA,$1 - $20,$1 - $20,I live here,NA,NA
175,1-2 times,7-8 days,3,Male,35-44,93437,NA,0,$21-$49,0,$50-$99,$21-$49,0,0,0,$1 - $20,$500-$999,NA,NA,"Friends, family or no expense",500
149,20,1-2 days,2,Female,35-44,80303,Yes,NA,$21-$49,0,$21-$49,0,0,0,$1 - $20,$1 - $20,NA,$1 - $20,I live here,Boulder Resident,500
284,3-4 times,1-2 days,4,Female,25-34,80305,NA,Live in area,"$1,000.00",$500-$999,$21-$49,$100-$199,$100-$199,NA,$20-$49,$1 - $20,0,0,Two nights,"Friends, family or no expense",240
92,5-6 times,1-2 days,1,Male,25-34,80303,Yes,Live in area,$1 - $20,0,0,0,0,0,"$1,000-$1,999",NA,0,$200-$499,Four nights,Boulder Resident,240
282,1-2 times,1-2 days,3,Female,55-64,80302,Yes,NA,"$1,000.00",$500-$999,"$1,000-$1,499",$50-$99,$21-$49,0,$1 - $20,0,0,0,Two nights,Hotel or motel,175
262,20,5-6 days,5,Male,35-44,80305,NA,I live here,$200-$499,$50-$99,NA,"$2,000-$3,000",0,$1 - $20,$50-$99,$50-$99,$50-$99,$20-$49,I live here,Home,N/A
105,20,3-4 days,2,Male,65-74,80309,NA,1 day,$100-$199,"$2,000-$3,000",$50-$99,$1 - $20,$21-$49,"$3,000-$4,000",$20-$49,0,0,$20-$49,Resident,"Friends, family or no expense",200
130,20,7-8 days,3,Female,35-44,80309,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$200-$499,0,$21-$49,$21-$49,0,$1 - $20,NA,0,$100-$199,$50-$99,NA,Boulder Resident,N/A
268,20,3-4 days,4,Female,35-44,80305,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,"$1,000-$1,499","$1,000-$1,499",$21-$49,$1 - $20,$1 - $20,$50-$99,$50-$99,$20-$49,$20-$49,Two nights,"Friends, family or no expense",240
79,1-2 times,1-2 days,0.5,Male,18-24,80306,No,Live in area,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$50-$99,$1 - $20,$100-$199,$50-$99,Multiple day trips,NA,200
23,20,3-4 days,3,Male,25-34,80309,Yes,0,0,"$1,000-$1,499","$1,000.00",$50-$99,$1 - $20,0,$200-$499,NA,$50-$99,$50-$99,NA,NA,240
187,5-6 times,1-2 days,2,Female,55-64,80309,NA,-,$21-$49,0,0,0,0,0,"$1,000-$1,999",NA,$200-$499,$500-$999,One night,NA,NA
241,20,7-8 days,10,Male,35-44,80309,Yes,I live here,$500-$999,"$2,000-$3,000",$1 - $20,$100-$199,"$1,000-$1,499","$3,000-$4,000",$1 - $20,$200-$499,$1 - $20,$1 - $20,Three nights,NA,N/A
24,1-2 times,0,0,Female,35-44,80303,No,1 day,0,0,0,0,0,0,$50-$99,$100-$199,$20-$49,$20-$49,Local,NA,N/A
104,20,3-4 days,3,Female,45-54,80303,Yes,0,$100-$199,0,$50-$99,$1 - $20,$1 - $20,$50-$99,$1 - $20,$200-$499,$200-$499,$1 - $20,Local,NA,N/A
127,20,7-8 days,3,Female,35-44,80309,Yes,-,$200-$499,0,$21-$49,$21-$49,0,NA,"$2,000-$4,999",$500-$999,$100-$199,$20-$49,I live here,Home,500
103,20,1-2 days,5,Female,35-44,80303,NA,NA,$100-$199,0,$21-$49,$1 - $20,$200-$499,"$5,000.00","$2,000-$4,999",$100-$199,$200-$499,$50-$99,Four nights,NA,175
52,5-6 times,0,0,Male,65-74,80309,NA,2 days,0,0,0,0,0,0,NA,$50-$99,$1 - $20,$200-$499,NA,"Friends, family or no expense",NA
27,1-2 times,1-2 days,1,Female,45-54,80309,No,I live here,0,0,0,0,0,0,$20-$49,$1 - $20,$200-$499,$500-$999,Four nights,Hotel or motel,NA
161,20,3-4 days,9,Male,35-44,80305,No,A few hours,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$200-$499,$1 - $20,NA,$50-$99,NA,Home,N/A
173,1-2 times,3-4 days,3,Female,25-34,80303,NA,0,$21-$49,0,$21-$49,$21-$49,0,"$5,000.00",NA,$20-$49,$20-$49,$20-$49,Live in Boulder,"Friends, family or no expense",280
121,20,7-8 days,6,Female,55-64,80305,No,I live here,$200-$499,$200-$499,$200-$499,$200-$499,$500-$999,$200-$499,0,$1 - $20,$20-$49,0,I live here,Home,N/A
224,1-2 times,1-2 days,6,Female,18-24,80304,Yes,Home is here,$50-$99,$50-$99,$1 - $20,$50-$99,$100-$199,0,"$1,000-$1,999",0,0,NA,Multiple day trips,Home,280
162,20,3-4 days,9,Male,35-44,80305,No,NA,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$21-$49,$200-$499,0,$1 - $20,$500-$999,Local,Home,0
251,20,3-4 days,2,Male,55-64,93111,No,Home is here,$1 - $20,$1 - $20,$1 - $20,$21-$49,$200-$499,0,$100-$199,$100-$199,$100-$199,$50-$99,Multiple day trips,Boulder Resident,125
164,20,1-2 days,3,Female,55-64,80306,NA,I live here,$21-$49,"$2,000-$3,000",$21-$49,"$2,000-$3,000",$1 - $20,"$5,000.00",$1 - $20,$1 - $20,$20-$49,$200-$499,NA,Home,240
72,20,5-6 days,6,Male,65-74,80304,NA,2 days,$1 - $20,$1 - $20,$1 - $20,$1 - $20,$200-$499,$500-$999,$50-$99,$50-$99,$1 - $20,$20-$49,I live here,Boulder Resident,0
129,20,7-8 days,3,Female,35-44,80309,Yes,I live here,$200-$499,0,$21-$49,$21-$49,0,$100-$199,NA,$500-$999,$500-$999,$1 - $20,Three nights,Home,240
145,20,1-2 days,5,Female,35-44,80309,NA,2 days,$21-$49,0,0,0,0,$100-$199,$20-$49,$100-$199,$500-$999,$200-$499,Local resident,Boulder Resident,280
222,45,12,3,Female,65-74,80309,No,-,$50-$99,$21-$49,0,$21-$49,$100-$199,$1 - $20,0,$1 - $20,$20-$49,0,Three nights,NA,NA
285,3-4 times,1-2 days,3,Female,85,80309,No,1 day,$500-$999,$21-$49,0,$50-$99,"$1,000-$1,499",$500-$999,$20-$49,$500-$999,$1 - $20,0,I live here,Hotel or motel,125
107,20,3-4 days,4,Female,55-64,80303,Yes,Live in area,$100-$199,$100-$199,$200-$499,$21-$49,$100-$199,$21-$49,$200-$499,$100-$199,$1 - $20,$1 - $20,Local resident,Home,500
104,20,3-4 days,3,Female,45-54,80303,Yes,0,$100-$199,0,$50-$99,$1 - $20,$1 - $20,$50-$99,$1 - $20,$200-$499,$200-$499,$1 - $20,Local,NA,N/A
160,20,1-2 days,5,Female,25-34,93113,No,I live here,$21-$49,$1 - $20,$1 - $20,$21-$49,$50-$99,0,"$1,000-$1,999",$50-$99,$200-$499,0,Local resident,Boulder Resident,280
77,1-2 times,1-2 days,1,Female,35-44,93111,No,Didn't extend stay,$1 - $20,0,0,0,0,0,"$2,000-$4,999",NA,NA,NA,NA,Home,N/A
188,5-6 times,1-2 days,3,Female,35-44,80309,NA,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",$21-$49,0,0,$1 - $20,0,0,$1 - $20,$100-$199,$200-$499,$20-$49,Day trip,"Friends, family or no expense",N/A
260,20,3-4 days,20,Male,35-44,93111,No,1 day,$200-$499,NA,NA,0,$200-$499,$21-$49,$200-$499,$100-$199,$50-$99,$50-$99,Four nights,"Friends, family or no expense",NA
293,29,0,2,Male,55-64,80303,Yes,Home is here,0,$500-$999,$500-$999,$50-$99,$500-$999,$500-$999,"$1,000-$1,999",$50-$99,$200-$499,$200-$499,Resident,Home,NA
88,3-4 times,3-4 days,3,Female,25-34,80303,Yes,I live here,$1 - $20,$500-$999,$21-$49,$1 - $20,$1 - $20,"$3,000-$4,000",NA,$200-$499,$1 - $20,$50-$99,Four nights,Home,280
128,20,7-8 days,3,Female,35-44,80309,No,Live in area,$200-$499,0,$21-$49,$21-$49,0,$200-$499,$20-$49,$200-$499,NA,$20-$49,Four nights,Boulder Resident,NA
276,20,1-2 days,6,Male,55-64,80305,Yes,2 days,"$1,000.00",NA,$50-$99,0,"$1,000-$1,499",$500-$999,$100-$199,$20-$49,$50-$99,NA,Day trip,NA,500
283,1-2 times,1-2 days,6,Male,35-44,91792,Yes,Zero,$1 - $20,0,"$1,000-$1,499",0,"$1,000-$1,499","$5,000.00",$100-$199,NA,$1 - $20,$200-$499,Two nights,Home,175
149,20,1-2 days,2,Female,35-44,80303,Yes,NA,$21-$49,0,$21-$49,0,0,0,$1 - $20,$1 - $20,NA,$1 - $20,I live here,Boulder Resident,500
28,1-2 times,0,0,Female,55-64,80309,No,"Well, we try not to extend our stay, but the traffic blockage caused by the Festival slow us down.",0,0,0,0,0,0,$200-$499,$100-$199,0,$20-$49,Two nights,Hotel or motel,240
